11:24:17	0
11:24:46	0
11:25:16	0
11:25:47	0
11:26:16	0
11:26:46	0
11:27:17	0
11:27:48	0
11:28:17	0
11:28:47	0
11:29:17	0
11:29:47	0
11:30:17	0
11:30:47	0
11:31:17	0
11:31:47	0
11:32:21	0
11:32:47	0
11:33:17	0
11:33:47	0
11:34:17	0
11:34:47	200
11:35:17	600
11:35:47	1200
11:36:17	1600
11:36:47	2200
11:37:17	2600
11:37:47	3200
11:38:17	3600
11:38:47	4100
11:39:20	4300
11:39:47	4500
11:40:18	4600
11:40:48	4800
11:41:18	5100
11:41:48	5300
11:42:18	5600
11:42:48	6000
11:43:18	6300
11:43:48	6600
11:44:18	6900
11:44:48	7200
11:45:18	7400
11:45:48	7700
11:46:18	7900
11:46:48	8100
11:47:18	8400
11:47:48	8500
11:48:18	8800
11:48:48	9000
11:49:18	9100
11:49:48	9300
11:50:18	9500
11:50:48	9600
11:51:18	9800
11:51:48	9900
