16:37:47	0
16:38:17	0
16:38:47	0
16:39:17	0
16:39:47	0
16:40:17	0
16:40:47	0
16:41:17	0
16:41:47	0
16:42:18	0
16:42:47	0
16:43:18	0
16:43:48	0
16:44:18	600
16:44:47	1400
16:45:18	2200
16:45:47	3200
16:46:18	4000
16:46:48	4400
16:47:18	4800
16:47:48	5400
16:48:18	5900
16:48:48	6400
16:49:18	7000
16:49:48	7500
16:50:18	8000
16:50:48	8500
16:51:18	9000
16:51:48	9500
16:52:18	10000
16:52:48	10400
16:53:18	11000
16:53:48	11600
16:54:18	12100
16:54:48	12600
16:55:18	13100
16:55:48	13500
16:56:18	14000
16:56:48	14400
16:57:18	14900
16:57:48	15500
