13:22:40	820
13:23:10	855
13:23:40	895
13:24:23	921
13:24:53	956
13:25:23	990
13:25:53	1028
13:26:24	1065
13:26:54	1100
13:27:23	1139
13:27:54	1174
13:28:24	1205
13:28:54	1251
13:29:24	1282
13:29:54	1326
13:30:24	1368
13:30:54	1410
13:31:24	1454
13:31:54	1495
13:32:24	1545
13:32:54	1584
13:33:27	1631
13:33:57	1675
13:34:24	1720
13:34:54	1765
13:35:24	1807
13:35:55	1845
13:36:24	1882
13:36:54	1921
13:37:24	1952
13:37:54	1989
13:38:27	2035
13:38:55	2082
13:39:24	2128
13:39:55	2179
13:40:24	2226
13:40:55	2279
13:41:26	2320
13:41:55	2372
13:42:25	2421
13:42:55	2470
