10:44:11	0
10:44:41	0
10:45:11	0
10:45:41	0
10:46:11	0
10:46:41	0
10:47:11	0
10:47:41	0
10:48:11	0
10:48:41	0
10:49:11	0
10:49:41	0
10:50:11	0
10:50:41	0
10:51:11	0
10:51:41	0
10:52:41	0
10:53:11	0
10:53:42	0
10:54:12	0
10:54:42	0
10:55:12	400
10:55:42	800
10:56:42	1400
10:57:16	1800
10:57:42	2200
10:58:12	2400
10:58:42	2800
10:59:12	3200
10:59:42	3400
11:00:12	3600
11:00:42	4000
11:01:12	4200
11:01:42	4300
11:02:12	4500
11:02:42	4600
11:03:12	4800
11:03:43	4900
11:04:13	5100
11:04:42	5300
11:05:13	5500
11:05:43	5700
11:06:13	5900
11:06:43	6100
11:07:13	6300
11:07:43	6500
11:08:13	6700
11:08:43	6900
11:09:14	7100
11:09:43	7300
11:10:13	7500
11:10:43	7700
11:11:13	7900
11:11:43	8100
11:12:13	8200
11:12:43	8400
11:13:13	8600
11:13:43	8800
11:14:13	8900
11:14:43	9100
11:15:13	9300
11:15:44	9500
11:16:13	9700
11:16:43	9800
11:17:13	10000
11:17:43	10100
11:18:13	10300
11:18:44	10500
11:19:14	10600
11:19:43	10700
11:20:13	10900
