10:17:09	400
10:17:39	1025
10:18:09	912
10:18:40	907
10:19:09	930
10:19:40	943
10:20:09	942
10:20:39	951
10:21:09	983
10:21:40	1058
10:22:10	1198
10:22:40	1402
10:23:09	1645
10:23:39	1919
10:24:10	2204
10:24:40	2681
10:25:10	2788
10:25:40	2897
10:26:10	3023
10:26:40	3162
10:27:10	3298
10:27:40	3421
10:28:10	3547
10:28:40	3670
10:29:10	3781
10:29:40	3882
10:30:11	3972
10:30:40	4082
10:31:11	4170
10:31:40	4269
10:32:10	4355
10:32:40	4448
10:33:10	4539
10:33:41	4649
10:34:13	4776
10:34:40	4896
10:35:10	4985
10:35:40	5064
10:36:12	5147
10:36:41	5221
10:37:40	5363
10:38:12	5446
10:38:41	5526
10:39:41	5689
10:40:12	5775
10:40:41	5851
10:41:11	5936
10:41:41	6000
