fecha,experimento,hora,,co2,ch4
2025-09-17,,14:21:28,,1334,8800
2025-09-17,,14:21:58,,1359,9000
2025-09-17,,14:22:28,,1390,9300
2025-09-17,,14:22:58,,1416,9500
2025-09-17,,14:23:28,,1442,9800
2025-09-17,,14:23:58,,1467,10000
2025-09-17,,14:24:28,,1502,10300
2025-09-17,,14:24:58,,1531,10600
2025-09-17,,14:25:27,,1563,10800
2025-09-17,,14:25:58,,1594,11000
2025-09-17,,14:26:28,,1622,11200
2025-09-17,,14:27:28,,1219,0
2025-09-17,,14:27:58,,806,0
