15:41:44	0
15:42:14	0
15:42:44	0
15:43:14	0
15:43:44	0
15:44:14	0
15:44:44	0
15:45:14	0
15:45:44	0
15:46:14	0
15:46:44	0
15:47:14	0
15:47:44	0
15:48:14	0
15:48:44	0
15:49:14	0
15:49:44	0
15:50:14	0
15:50:44	0
15:51:14	0
15:51:44	0
15:52:14	0
15:52:44	200
15:53:14	400
15:53:45	800
15:54:14	1000
15:54:45	1200
15:55:15	1400
15:55:45	1600
15:56:15	1800
15:56:45	2000
15:57:15	2200
15:57:45	2200
15:58:15	2400
15:58:45	2600
15:59:15	2800
15:59:45	3000
16:00:15	3000
16:00:45	3200
16:01:15	3400
16:01:45	3600
16:02:15	3600
16:02:45	3800
16:03:15	4000
16:03:45	4100
16:04:15	4100
16:04:45	4200
16:05:15	4300
16:05:45	4300
16:06:15	4400
16:06:45	4500
