t_h,T_cama_C,T_aire_C,CO2_ppm,CH4_ppm,T_cama_sensor,T_aire_sensor,CO2_sensor_ppm,CH4_sensor_ppm
2.560000000000000000e+02,3.491086804635380503e+01,2.936593672654682408e+01,2.156009106221341426e+04,2.000000000003373302e+00,3.504129786869378904e+01,2.903558489691097222e+01,2.156398266755623263e+04,2.066208153461659869e+00
2.570000000000000000e+02,3.495418489589834365e+01,2.938501977397116605e+01,2.162141966102199149e+04,2.000000000006357137e+00,3.484133807452931109e+01,2.912880593260199902e+01,2.191222174425822959e+04,2.065024900564400134e+00
2.580000000000000000e+02,3.499712563250526642e+01,2.940393712378029534e+01,2.168206010858230729e+04,2.000000000006854517e+00,3.495697874315045084e+01,2.931921580248812731e+01,2.244004814950384025e+04,2.059355469497614610e+00
2.590000000000000000e+02,3.503969581740773975e+01,2.942269122734394315e+01,2.174202215129781325e+04,2.000000000002109868e+00,3.462722707489674434e+01,2.931857354477286037e+01,2.281655245493201073e+04,2.153696565394036533e+00
2.600000000000000000e+02,3.508190104963883726e+01,2.944128454903254166e+01,2.180131881687054192e+04,1.999999999995506705e+00,3.501044892644643625e+01,2.960380480658326974e+01,2.200382260040476103e+04,2.144934480118811493e+00
2.610000000000000000e+02,3.512374689418678742e+01,2.945971953613221217e+01,2.185996485411192771e+04,1.999999999993836708e+00,3.504383064718410168e+01,2.950805148009638046e+01,2.224658908036960929e+04,1.962505531009038684e+00
2.620000000000000000e+02,3.516523855496018314e+01,2.947799848246385679e+01,2.191796913432622023e+04,1.999999999993964606e+00,3.523488952184806067e+01,2.912300607053543189e+01,2.116123075062259886e+04,2.037305231837269748e+00
2.630000000000000000e+02,3.520638122863222463e+01,2.949612367561311643e+01,2.197534316397164730e+04,1.999999999997785327e+00,3.503978306298652257e+01,2.959920575619327821e+01,2.191740951685019172e+04,1.937639931072033139e+00
2.640000000000000000e+02,3.524718004663341020e+01,2.951409737558497071e+01,2.203209768258385157e+04,2.000000000006218137e+00,3.538864160339695530e+01,2.939858959811384054e+01,2.265359416279044308e+04,2.002335531617680964e+00
2.650000000000000000e+02,3.528764041428161136e+01,2.953192197501440575e+01,2.208823689663141340e+04,2.000000000008839596e+00,3.559145515962755724e+01,2.978681141840265312e+01,2.266206850954375841e+04,1.940025055096687989e+00
2.660000000000000000e+02,3.532776716127506234e+01,2.954959959811827375e+01,2.214377280819583029e+04,2.000000000009671819e+00,3.537439595957560101e+01,2.942408209083088977e+01,2.228434794360633168e+04,2.162007030924060214e+00
2.670000000000000000e+02,3.536756520250614955e+01,2.956713241280078819e+01,2.219871401051612338e+04,2.000000000007027712e+00,3.547309212502590725e+01,2.943980935618034067e+01,2.278901819078906556e+04,2.036369815041451758e+00
2.680000000000000000e+02,3.540703936569304489e+01,2.958452254934131886e+01,2.225306856911870273e+04,1.999999999998705258e+00,3.542298596996640470e+01,2.969274887150222497e+01,2.258070052591910644e+04,1.978197087188277248e+00
2.690000000000000000e+02,3.544619457636742510e+01,2.960177216361901742e+01,2.230685172453203631e+04,1.999999999993108846e+00,3.544621989429484898e+01,2.975435746008640336e+01,2.311010333634259587e+04,2.119361857178335029e+00
2.700000000000000000e+02,3.548503554517058234e+01,2.961888333052837652e+01,2.236007274671084815e+04,1.999999999990248023e+00,3.526856813510772781e+01,2.970850320331561889e+01,2.255417550069548815e+04,1.782938459011765397e+00
2.710000000000000000e+02,3.552356691400829192e+01,2.963585809395429038e+01,2.241274101104489819e+04,1.999999999990510258e+00,3.561851519251028719e+01,2.929873863047732740e+01,2.217357578429614296e+04,1.798589740504936918e+00
2.720000000000000000e+02,3.556179328655240113e+01,2.965269847728709962e+01,2.246486722965339504e+04,1.999999999996438182e+00,3.553260730702835701e+01,2.976030536527274961e+01,2.269120610707060405e+04,2.079583865518273900e+00
2.730000000000000000e+02,3.559971913789295428e+01,2.966940646054897357e+01,2.251645785199794773e+04,2.000000000004459544e+00,3.622766963057213019e+01,2.946254485021409408e+01,2.053685970964220905e+04,2.006046844816209873e+00
2.740000000000000000e+02,3.563734884282816751e+01,2.968598398715883846e+01,2.256751687878654411e+04,2.000000000007570389e+00,3.610935531357073813e+01,2.973303920947649104e+01,2.282674028834203273e+04,2.025044630033741022e+00
2.750000000000000000e+02,3.567468680757545485e+01,2.970243299400749848e+01,2.261805470782816701e+04,2.000000000008427925e+00,3.579044077334240370e+01,2.941768610692768604e+01,2.014245468150467059e+04,1.867360389676014254e+00
2.760000000000000000e+02,3.571173732544417589e+01,2.971875537931584077e+01,2.266807821108704957e+04,2.000000000004642509e+00,3.548282016253574511e+01,2.980801980882445434e+01,2.149605011169666977e+04,1.997676628919600628e+00
2.770000000000000000e+02,3.574850460866521473e+01,2.973495300137071595e+01,2.271759487682863619e+04,1.999999999995021982e+00,3.541478116707018842e+01,2.957363322050924026e+01,2.302548775845610362e+04,2.200350941034657559e+00
2.780000000000000000e+02,3.578499270899067852e+01,2.975102760436177007e+01,2.276662070063224019e+04,1.999999999991970867e+00,3.614233559491734127e+01,2.949450067430966627e+01,2.309277257948156330e+04,2.082419961971226474e+00
2.790000000000000000e+02,3.582120571613204163e+01,2.976698100296523464e+01,2.281516058303476530e+04,1.999999999990667909e+00,3.590003048367618277e+01,2.990974503026171405e+01,2.201953060447775351e+04,2.016970654504870009e+00
2.800000000000000000e+02,3.585714760315565286e+01,2.978281493814416692e+01,2.286322366234135916e+04,1.999999999993171018e+00,3.600119062417313387e+01,2.983114384247951634e+01,2.237479521472471606e+04,1.956094608982827054e+00
2.810000000000000000e+02,3.589282226664050768e+01,2.979853111432793256e+01,2.291081937483114962e+04,2.000000000002216893e+00,3.536944647054824742e+01,2.967573575404935227e+01,2.385282588590937667e+04,1.960542714815233678e+00
2.820000000000000000e+02,3.592823352348154486e+01,2.981413126420636317e+01,2.295794835398508440e+04,2.000000000007874146e+00,3.620646506794899722e+01,3.010436703401057557e+01,2.262457819111254139e+04,1.787080211087034076e+00
2.830000000000000000e+02,3.596338511579600095e+01,2.982961703791409391e+01,2.300461798788331726e+04,2.000000000010367263e+00,3.609971121726030674e+01,2.974148655360014715e+01,2.455254373680615390e+04,2.025764042102617069e+00
2.840000000000000000e+02,3.599828070835823723e+01,2.984499005413856665e+01,2.305083524016702722e+04,2.000000000009546586e+00,3.566515150303389703e+01,2.985141158893275204e+01,2.304950761358943055e+04,2.084548310858135522e+00
2.850000000000000000e+02,3.603292388791872014e+01,2.986025191039479765e+01,2.309660520457663733e+04,2.000000000002772005e+00,3.589146644568373290e+01,2.991403459993051683e+01,2.337933271917498132e+04,1.842438067285491865e+00
2.860000000000000000e+02,3.606731822671711285e+01,2.987540414995455507e+01,2.314193755985724056e+04,1.999999999993901101e+00,3.614643338802407158e+01,2.975147096312883122e+01,2.426446575102283896e+04,1.933858310763421073e+00
2.870000000000000000e+02,3.610146725805422818e+01,2.989044827163500884e+01,2.318684449927124660e+04,1.999999999990438315e+00,3.611720729756110160e+01,2.998467553031499477e+01,2.327798766032218555e+04,1.884253536767649395e+00
2.880000000000000000e+02,3.613537435523929986e+01,2.990538577715339841e+01,2.323133061761482531e+04,1.999999999989618304e+00,3.604772299949823378e+01,2.979869530772045394e+01,2.253275708537470200e+04,1.903464880509243118e+00
2.890000000000000000e+02,3.616904286852747674e+01,2.992021811817951971e+01,2.327540427190304399e+04,1.999999999994033661e+00,3.613799638810768755e+01,2.983789045373627857e+01,2.319878574796573594e+04,2.005348162676207746e+00
2.900000000000000000e+02,3.620247608982716514e+01,2.993494673588557120e+01,2.331907276045667822e+04,2.000000000004944489e+00,3.612688287636510154e+01,3.020747526384623782e+01,2.329416048000857336e+04,1.791559784505581732e+00
2.910000000000000000e+02,3.623567728028381651e+01,2.994957321434855402e+01,2.336233273767885112e+04,2.000000000008741896e+00,3.628144603391455547e+01,2.974145600384606780e+01,2.240582628028777253e+04,2.061427043844716867e+00
2.920000000000000000e+02,3.626864960664767779e+01,2.996409890223451811e+01,2.340519403901650730e+04,2.000000000010575540e+00,3.671009719854562547e+01,2.948154283604862158e+01,2.322556006088244249e+04,2.075385507004342767e+00
2.930000000000000000e+02,3.630139619355146152e+01,2.997852521014761606e+01,2.344766105093824808e+04,2.000000000008048229e+00,3.553139866127207114e+01,3.030071260914999343e+01,2.292558099129610855e+04,1.974889741204255866e+00
2.940000000000000000e+02,3.633392011184324133e+01,2.999285353523079678e+01,2.348973750232708335e+04,1.999999999997976952e+00,3.626286503249033899e+01,3.050271912575219702e+01,2.414112513456426313e+04,1.751929148999773700e+00
2.950000000000000000e+02,3.636622437374290229e+01,3.000708503217977707e+01,2.353143694979893917e+04,1.999999999991123101e+00,3.641917810015463886e+01,2.992603117908991095e+01,2.355587096385207769e+04,1.900358137391326530e+00
2.960000000000000000e+02,3.639831194530264469e+01,3.002122100604171351e+01,2.357276485257082822e+04,1.999999999986992627e+00,3.648711014220877757e+01,2.963385339791767592e+01,2.337277652169196153e+04,2.123290193396460079e+00
2.970000000000000000e+02,3.643018574291039613e+01,3.003526273163149440e+01,2.361372684619315987e+04,1.999999999985455634e+00,3.631861136851400573e+01,2.997316593639230575e+01,2.353850631302146940e+04,1.722200571914618505e+00
2.980000000000000000e+02,3.646184863381940744e+01,3.004921141761568393e+01,2.365433040615638674e+04,1.999999999989083177e+00,3.593483209907583387e+01,2.999196682764754840e+01,2.381266446448442730e+04,1.965247658769920802e+00
2.990000000000000000e+02,3.649330340684599605e+01,3.006306836616037259e+01,2.369457890300227518e+04,1.999999999995127231e+00,3.659170205196022607e+01,3.002508359795591986e+01,2.413303348469352568e+04,1.881999922148688942e+00
3.000000000000000000e+02,3.652455278598878863e+01,3.007683492254733437e+01,2.373447341934996439e+04,1.999999999997932765e+00,3.704275785023804701e+01,2.985415731416296481e+01,2.302264411979938814e+04,2.080457030156333431e+00
3.010000000000000000e+02,3.655559949234506689e+01,3.009051222760667699e+01,2.377402155298403522e+04,2.000000000000661249e+00,3.609544107087022269e+01,3.020642445610197413e+01,2.303113974816624250e+04,1.932488604786292585e+00
3.020000000000000000e+02,3.658644617702672264e+01,3.010410149682221359e+01,2.381322756033047335e+04,2.000000000002166267e+00,3.684559458113617580e+01,3.020900297187943195e+01,2.460240688645690534e+04,2.040395402075771525e+00
3.030000000000000000e+02,3.661709543934003364e+01,3.011760390289214939e+01,2.385209581315069227e+04,2.000000000001581846e+00,3.651853787240316507e+01,2.981872277892828649e+01,2.355704285565702958e+04,2.056546041918536183e+00
3.040000000000000000e+02,3.664754980887573765e+01,3.013102034347859615e+01,2.389063433901137250e+04,2.000000000002950973e+00,3.662915250512708099e+01,3.027085968981757347e+01,2.287515664850082248e+04,2.183622583976223996e+00
3.050000000000000000e+02,3.667781179228342125e+01,3.014435202017076421e+01,2.392884596205383787e+04,2.000000000003635758e+00,3.636194223907223488e+01,3.055488901655994383e+01,2.424744374081874048e+04,1.979705805636061910e+00
3.060000000000000000e+02,3.670788383784734776e+01,3.015759998658748842e+01,2.396673520085042765e+04,2.000000000003338663e+00,3.660754698614058356e+01,3.019199205307490175e+01,2.429989904408806979e+04,2.037604436965662291e+00
3.070000000000000000e+02,3.673776834540989711e+01,3.017076526519022650e+01,2.400430647330980719e+04,2.000000000001750156e+00,3.712778172381958797e+01,3.010330023277652600e+01,2.290199372855297042e+04,1.851494452088876752e+00
3.080000000000000000e+02,3.676746774486910141e+01,3.018384912606586568e+01,2.404156615078023606e+04,2.000000000000964562e+00,3.694226431746541550e+01,3.015544848318436166e+01,2.420707914606162012e+04,2.119041356330396031e+00
3.090000000000000000e+02,3.679698433128105250e+01,3.019685249276109218e+01,2.407851821905959150e+04,2.000000000000377476e+00,3.731667781290403241e+01,3.031990384615480494e+01,2.460987074583965659e+04,1.923949115193226644e+00
3.100000000000000000e+02,3.682632036349289706e+01,3.020977629530180408e+01,2.411516686706240216e+04,1.999999999999731104e+00,3.717954393018620607e+01,2.986364197420035893e+01,2.438601861973232371e+04,1.943924583590964206e+00
3.110000000000000000e+02,3.685547806687715422e+01,3.022262147995036585e+01,2.415151655850096722e+04,1.999999999999196421e+00,3.698720407055602521e+01,3.025549962054582664e+01,2.460941589659284728e+04,1.997775220514276251e+00
3.120000000000000000e+02,3.688445962088094632e+01,3.023538896452813418e+01,2.418757170478711851e+04,1.999999999998985922e+00,3.740763997873128233e+01,3.015729617463557233e+01,2.316859591970051770e+04,1.843711565465080193e+00
3.130000000000000000e+02,3.691326715902599176e+01,3.024807963841542602e+01,2.422333666503220229e+04,1.999999999999358513e+00,3.704496510664748143e+01,3.061764464100663474e+01,2.446390357875571863e+04,2.022877002892244924e+00
3.140000000000000000e+02,3.694190295276995073e+01,3.026069481331355249e+01,2.425881482557462368e+04,1.999999999999039657e+00,3.719029940580907123e+01,3.022586026655256219e+01,2.403857892434801761e+04,2.096746627291494303e+00
3.150000000000000000e+02,3.697036903034293687e+01,3.027323528876878811e+01,2.429401050821396348e+04,1.999999999998491873e+00,3.688139774428252338e+01,3.060681281099269313e+01,2.394214323253439943e+04,2.029293382348198893e+00
3.160000000000000000e+02,3.699866738777834740e+01,3.028570186954416954e+01,2.432892791371902786e+04,1.999999999998103073e+00,3.701863113253610749e+01,3.006495372998776716e+01,2.496431845371271265e+04,1.841110243580381223e+00
3.170000000000000000e+02,3.702680001267005849e+01,3.029809542386366061e+01,2.436357100289093432e+04,1.999999999997984279e+00,3.681757286567997767e+01,3.041554725722421892e+01,2.544478329009828303e+04,1.987619070565030732e+00
3.180000000000000000e+02,3.705476885001897358e+01,3.031041679968009817e+01,2.439794366754712246e+04,1.999999999998262501e+00,3.735164403039743064e+01,3.037429685243834498e+01,2.571131185287331391e+04,2.074202890296147128e+00
3.190000000000000000e+02,3.708257580223304473e+01,3.032266682467520269e+01,2.443204973052132846e+04,1.999999999999080069e+00,3.672908471529858332e+01,3.014885737510224573e+01,2.539575326960272650e+04,1.812201123402575664e+00
3.200000000000000000e+02,3.711022296192187753e+01,3.033484648414163942e+01,2.446589246368683962e+04,1.999999999999485745e+00,3.734492806464717773e+01,3.037032570706902845e+01,2.438535012306619683e+04,1.892523398617741881e+00
3.210000000000000000e+02,3.713771214100761142e+01,3.034695656116914719e+01,2.449947556288281703e+04,1.999999999999678257e+00,3.708051682375606362e+01,3.058946032853546626e+01,2.475871933332081608e+04,2.087654360407816156e+00
3.220000000000000000e+02,3.716504510955017793e+01,3.035899781913479600e+01,2.453280265345162479e+04,1.999999999999868550e+00,3.751641923759037667e+01,3.029423947827747554e+01,2.509717207896070249e+04,2.027009543419595605e+00
3.230000000000000000e+02,3.719222364905522227e+01,3.037097104243631307e+01,2.456587717987065116e+04,2.000000000000026201e+00,3.741748434567460180e+01,3.003257851260235967e+01,2.465518245845262572e+04,2.041197158212701979e+00
3.240000000000000000e+02,3.721924950280854461e+01,3.038287699854188872e+01,2.459870250857940118e+04,2.000000000000115019e+00,3.776544335010258635e+01,3.037936443324640123e+01,2.469520138929576206e+04,2.185949480762456876e+00
3.250000000000000000e+02,3.724612437587614266e+01,3.039471643799019063e+01,2.463128192797950760e+04,2.000000000000093259e+00,3.746535678321773588e+01,3.021423181903168853e+01,2.523998479688846055e+04,2.046855277850715638e+00
3.260000000000000000e+02,3.727285016610724000e+01,3.040649020069760056e+01,2.466361928104205435e+04,2.000000000000148770e+00,3.680123808941127095e+01,3.033802201296482437e+01,2.461975554269536224e+04,2.065788801043471512e+00
3.270000000000000000e+02,3.729942850920281217e+01,3.041819900659947251e+01,2.469571771946694207e+04,2.000000000000236255e+00,3.727934255733335078e+01,3.040188145266244746e+01,2.415540978995157639e+04,2.271074552722101014e+00
3.280000000000000000e+02,3.732586098584928180e+01,3.042984355097272697e+01,2.472758027092338671e+04,2.000000000000289990e+00,3.697425882807083752e+01,3.008871310776962460e+01,2.442011279075562925e+04,1.978619544191237756e+00
3.290000000000000000e+02,3.735214919905410369e+01,3.044142454002554032e+01,2.475921005083529235e+04,2.000000000000298428e+00,3.719666524634422444e+01,3.011829287216140472e+01,2.523006365670671221e+04,1.920211723638436840e+00
3.300000000000000000e+02,3.737829471810675130e+01,3.045294266510833125e+01,2.479061010891706246e+04,2.000000000000250022e+00,3.783166324808976810e+01,3.054935603221343499e+01,2.479283627436947791e+04,2.042779639824968463e+00
3.310000000000000000e+02,3.740429907857871683e+01,3.046439860271370748e+01,2.482178342917360351e+04,2.000000000000133671e+00,3.759555922184802768e+01,3.035985486347977158e+01,2.507512198016170441e+04,2.043899102939026324e+00
3.320000000000000000e+02,3.743016390521395920e+01,3.047579306872381721e+01,2.485273317780846264e+04,2.000000000000013767e+00,3.722048477664033328e+01,2.996284420035970442e+01,2.535233219624163758e+04,1.947328460805392458e+00
3.330000000000000000e+02,3.745589070087925165e+01,3.048712672524704814e+01,2.488346227747129160e+04,1.999999999999899858e+00,3.715177549094713072e+01,3.064409553256867369e+01,2.460364167540994822e+04,1.896760298044420257e+00
3.340000000000000000e+02,3.748148090934127197e+01,3.049840020832962395e+01,2.491397353389855562e+04,1.999999999999783729e+00,3.749131553720415155e+01,3.055287415938447282e+01,2.547920793591052279e+04,2.230984442208766794e+00
3.350000000000000000e+02,3.750693597659667944e+01,3.050961415502844076e+01,2.494426975963551740e+04,1.999999999999679812e+00,3.714196793178233946e+01,3.036683919022114253e+01,2.522776832254878173e+04,2.032684347038476780e+00
3.360000000000000000e+02,3.753225731978053403e+01,3.052076918968633379e+01,2.497435371131470311e+04,1.999999999999604317e+00,3.733091523656155886e+01,3.025740314747468673e+01,2.404919394731807188e+04,1.926771461859411172e+00
