t_h,T_cama_C,T_aire_C,CO2_ppm,CH4_ppm,T_cama_sensor,T_aire_sensor,CO2_sensor_ppm,CH4_sensor_ppm
1.600000000000000000e+01,2.437262284430581616e+01,2.472364562898925655e+01,2.812680222236461759e+03,1.619157707555751458e+01,2.448324807953056492e+01,2.488639836698249752e+01,2.839182186111467672e+03,1.622077042976178873e+01
1.700000000000000000e+01,2.436253029103632173e+01,2.471919255192299048e+01,2.826876634852913867e+03,1.601474423868802077e+01,2.407486551078762105e+01,2.493288686312079960e+01,2.806034511588927671e+03,1.601103444542613019e+01
1.800000000000000000e+01,2.435578439875470025e+01,2.471621478997454346e+01,2.841950603289229093e+03,1.584797134642722227e+01,2.461931948914688206e+01,2.476279039400197846e+01,2.923121286906367914e+03,1.667644962305881151e+01
1.900000000000000000e+01,2.435190010040088637e+01,2.471449850351351429e+01,2.857808672325592397e+03,1.568963790249403445e+01,2.433692232710501102e+01,2.476137868205325177e+01,2.664754212247284158e+03,1.662131558161117439e+01
2.000000000000000000e+01,2.435046617972822247e+01,2.471386241000274708e+01,2.874371605152193752e+03,1.553838849836235525e+01,2.429500747066464328e+01,2.476793105785909077e+01,2.803083879771375905e+03,1.569592837223832937e+01
2.100000000000000000e+01,2.435113631489627295e+01,2.471415383514873199e+01,2.891572892460211733e+03,1.539309013685896765e+01,2.414685745157509089e+01,2.454148478220085394e+01,2.823700476603181414e+03,1.500798497859165082e+01
2.200000000000000000e+01,2.435361786187178623e+01,2.471524376803739642e+01,2.909357061825498022e+03,1.525278804337378524e+01,2.472038026347399509e+01,2.468573803198932737e+01,2.706834737307951400e+03,1.562279102420116317e+01
2.300000000000000000e+01,2.435766087063691998e+01,2.471702201956902201e+01,2.927676688481367819e+03,1.511667591204742678e+01,2.431130202601627843e+01,2.468651751307854880e+01,2.843040034190277765e+03,1.471765792046315546e+01
2.400000000000000000e+01,2.436305198548581785e+01,2.471939453259471975e+01,2.946492530229638305e+03,1.498406181188991582e+01,2.423455363883688563e+01,2.479607330546541988e+01,2.865597510449618312e+03,1.498301843312443893e+01
2.500000000000000000e+01,2.436961175472592345e+01,2.472228219683779571e+01,2.965770441801326342e+03,1.485437879866613820e+01,2.426397168957945283e+01,2.492224704621985509e+01,2.947877534598907914e+03,1.558680091862897399e+01
2.600000000000000000e+01,2.437717990762886089e+01,2.472561435749153702e+01,2.985481326300904584e+03,1.472711169179866175e+01,2.453687266329486505e+01,2.451390714109585645e+01,3.085163492891751048e+03,1.431639364625510602e+01
2.700000000000000000e+01,2.438562998730688847e+01,2.472933526647960889e+01,3.005601978618186877e+03,1.460186950091418723e+01,2.449526320661611223e+01,2.470433346041569322e+01,2.983505335275179732e+03,1.519009021840884444e+01
2.800000000000000000e+01,2.439484399839712481e+01,2.473339290591184181e+01,3.026111163886612758e+03,1.447828126806024152e+01,2.451866378187592233e+01,2.502968401544363530e+01,2.932530456682611657e+03,1.496866164542504940e+01
2.900000000000000000e+01,2.440473250969375840e+01,2.473774785022146716e+01,3.046993827552341372e+03,1.435607097519596920e+01,2.453397881059612473e+01,2.458903020445895393e+01,3.041787623486480697e+03,1.367071802053264840e+01
3.000000000000000000e+01,2.441521269776700720e+01,2.474236358676752445e+01,3.068236123198445512e+03,1.423498088367047743e+01,2.505770697802814695e+01,2.457791358330945997e+01,3.164809495342843547e+03,1.492814909856515904e+01
3.100000000000000000e+01,2.442621985728729328e+01,2.474721158998271164e+01,3.089828497370271180e+03,1.411480112295725320e+01,2.430429535237190919e+01,2.478767282834894914e+01,2.999362136501523764e+03,1.460780737476274638e+01
3.200000000000000000e+01,2.443769655772650395e+01,2.475226654141354032e+01,3.111762866290581769e+03,1.399534734386396551e+01,2.428402373900504330e+01,2.492114357951060555e+01,3.026758072967673343e+03,1.406667175371955913e+01
3.300000000000000000e+01,2.444959555846290655e+01,2.475750761505396724e+01,3.134032498402710189e+03,1.387647776954819889e+01,2.420546373998854150e+01,2.475979282616609822e+01,3.186547816112142755e+03,1.334755954362190877e+01
3.400000000000000000e+01,2.446187600360504533e+01,2.476291679928797862e+01,3.156632631799166120e+03,1.375806094938767998e+01,2.464666983037769299e+01,2.502870891737537562e+01,3.135653387838029630e+03,1.316701051080550933e+01
3.500000000000000000e+01,2.447450546736717669e+01,2.476847979863341109e+01,3.179560200640881703e+03,1.363999436727427295e+01,2.481319715518344537e+01,2.493983859514671764e+01,3.241321697234005569e+03,1.327330864125170429e+01
3.600000000000000000e+01,2.448745074503297658e+01,2.477418197454271009e+01,3.202811654375084345e+03,1.352217552373948450e+01,2.445326650773651522e+01,2.494254598792072386e+01,3.201500411260880355e+03,1.388902840228163882e+01
3.700000000000000000e+01,2.450068982739750822e+01,2.478001362371988492e+01,3.226386446763071490e+03,1.340452982811581961e+01,2.424864288430875092e+01,2.489083692398470404e+01,3.294301589294546829e+03,1.276404452506930909e+01
3.800000000000000000e+01,2.451420173091493382e+01,2.478596549500466395e+01,3.250284259680147898e+03,1.328698581342507445e+01,2.426685736620756018e+01,2.525149611507388059e+01,3.149355316631976621e+03,1.357764676545567184e+01
3.900000000000000000e+01,2.452796467427240401e+01,2.479202798555033738e+01,3.274504521907333583e+03,1.316947060218685905e+01,2.472314251061981594e+01,2.475099564777712757e+01,3.273317384597778073e+03,1.235180745555351045e+01
4.000000000000000000e+01,2.454196985476895065e+01,2.479819721410853717e+01,3.299049421843148593e+03,1.305195167306288262e+01,2.476494610612998315e+01,2.439749275569523590e+01,3.278197118740961741e+03,1.291877700795857287e+01
4.100000000000000000e+01,2.455620202297257393e+01,2.480446645732754973e+01,3.323920120188355668e+03,1.293437274364435119e+01,2.471914830346413083e+01,2.512531732963097753e+01,3.202674390990831853e+03,1.300528399005254521e+01
4.200000000000000000e+01,2.457065155967115544e+01,2.481083147385674792e+01,3.349118992931347293e+03,1.281669443689850318e+01,2.437099864748454792e+01,2.471929158766538137e+01,3.192030782224256654e+03,1.438361873328197582e+01
4.300000000000000000e+01,2.458531264691147911e+01,2.481728969799578621e+01,3.374649268323379601e+03,1.269888797262586166e+01,2.465496104383149500e+01,2.483886578686439250e+01,3.444074142727672552e+03,1.182436911200601592e+01
4.400000000000000000e+01,2.460017844425120259e+01,2.482383811331402867e+01,3.400514187431464961e+03,1.258091933268238805e+01,2.463518418699342050e+01,2.508574825028613375e+01,3.364711630786111982e+03,1.350688415855967683e+01
4.500000000000000000e+01,2.461524471646134060e+01,2.483047485200246740e+01,3.426717386891391470e+03,1.246276683746000380e+01,2.468085129548004275e+01,2.451002294379068402e+01,3.321625418429477577e+03,1.255613939085428399e+01
4.600000000000000000e+01,2.463050790448445326e+01,2.483719834425113504e+01,3.453262810614060072e+03,1.234440851178767495e+01,2.489193653786891147e+01,2.458686890142990578e+01,3.443298876232807743e+03,1.259819221801589073e+01
4.700000000000000000e+01,2.464596517269748333e+01,2.484400733914025494e+01,3.480154653087583029e+03,1.222582407934586968e+01,2.471304383732988796e+01,2.452375175171648536e+01,3.597925055342824180e+03,1.229816911780796218e+01
4.800000000000000000e+01,2.466161513517214843e+01,2.485090122467772034e+01,3.507397659350140657e+03,1.210699551469942037e+01,2.486528920409371679e+01,2.469207396667263410e+01,3.267414021936677727e+03,1.237621079435723281e+01
4.900000000000000000e+01,2.467745577277194613e+01,2.485787910983876259e+01,3.534996371808458662e+03,1.198790505049306176e+01,2.469772949361861336e+01,2.494580643104216122e+01,3.376278001646966004e+03,1.189578692855471154e+01
5.000000000000000000e+01,2.469348724410239981e+01,2.486494106358742684e+01,3.562956080122255571e+03,1.186853753612035511e+01,2.478022306370939631e+01,2.496977863214998195e+01,3.464309964339861381e+03,1.273140999402187923e+01
5.100000000000000000e+01,2.470971007892526572e+01,2.487208731847836418e+01,3.591282306877057636e+03,1.174887771159213123e+01,2.489909654667682659e+01,2.492734215434407474e+01,3.748707481214119525e+03,1.148072652897379164e+01
5.200000000000000000e+01,2.472612303686172197e+01,2.487931732665152751e+01,3.619980231906901281e+03,1.162890671037685841e+01,2.428897629090502264e+01,2.459676414987305293e+01,3.650669010665763381e+03,1.228723922108365585e+01
5.300000000000000000e+01,2.474272557758801838e+01,2.488663084884090893e+01,3.649055373707069521e+03,1.150860578051574379e+01,2.464682421268082635e+01,2.442461016151438002e+01,3.733054866696363206e+03,1.113781742229284966e+01
5.400000000000000000e+01,2.475952247810091578e+01,2.489402999005159600e+01,3.678514120369010925e+03,1.138797667471243003e+01,2.461841068181307790e+01,2.490490070712967352e+01,3.552691179154048314e+03,1.135366934364111913e+01
5.500000000000000000e+01,2.477651294587307618e+01,2.490151439978354730e+01,3.708362207833522007e+03,1.126699845479564921e+01,2.458484959140007220e+01,2.480715919305588102e+01,3.583812871928510503e+03,1.066310843378301421e+01
5.600000000000000000e+01,2.479369802163531133e+01,2.490908453576829729e+01,3.738605742515271231e+03,1.114565708287486956e+01,2.471115534626730792e+01,2.500096169011161962e+01,3.788831710502770420e+03,1.139923400045323909e+01
5.700000000000000000e+01,2.481108017744253047e+01,2.491674148665496702e+01,3.769251255225774912e+03,1.102394247210585831e+01,2.525956257081285017e+01,2.505713221189922280e+01,3.775840773076550704e+03,1.182049174281110915e+01
5.800000000000000000e+01,2.482866284873165696e+01,2.492448676573736321e+01,3.800305600666738428e+03,1.090184711143597873e+01,2.456891351402368429e+01,2.495213505214909944e+01,3.862866856865715818e+03,1.085968084915939436e+01
5.900000000000000000e+01,2.484644779029562045e+01,2.493232114545564926e+01,3.831775386798934505e+03,1.077935814701726081e+01,2.513693129667306536e+01,2.508434776253082177e+01,3.810201994283260319e+03,1.067324307399950101e+01
6.000000000000000000e+01,2.486443771321910035e+01,2.494024581976443855e+01,3.863667545118008093e+03,1.065646534310193339e+01,2.435957678173435781e+01,2.498608809458745128e+01,3.895907191781435813e+03,1.006257149121358907e+01
6.100000000000000000e+01,2.488263593174582411e+01,2.494826224848389984e+01,3.895989607014950707e+03,1.053315471135963932e+01,2.478217042275009163e+01,2.505427518960419420e+01,3.914470516358780969e+03,1.041239596165740622e+01
6.200000000000000000e+01,2.490104553708077972e+01,2.495637179307817632e+01,3.928748889730819428e+03,1.040941570834928243e+01,2.494987145661228212e+01,2.481543714050420135e+01,4.020418472720906720e+03,9.580412828983590146e+00
6.300000000000000000e+01,2.491966991134028930e+01,2.496457594322348328e+01,3.961953046202301266e+03,1.028523616509502681e+01,2.509553661074807351e+01,2.492865366045719000e+01,4.057872913831112783e+03,9.815777880929045907e+00
6.400000000000000000e+01,2.493851246569965951e+01,2.497287620141762332e+01,3.995609770324907913e+03,1.016060521367645109e+01,2.515188043963751596e+01,2.501223142074901418e+01,3.801438479300884410e+03,1.027581938780073045e+01
6.500000000000000000e+01,2.495757658180377803e+01,2.498127405716292060e+01,4.029726748815221526e+03,1.003551370678622945e+01,2.519558075236375672e+01,2.514537975224640576e+01,3.758050402538369781e+03,1.069736245805451524e+01
6.600000000000000000e+01,2.497686588823554388e+01,2.498977110872337448e+01,4.064312113959655562e+03,9.909948969285947484e+00,2.487224836656101346e+01,2.491102287427845852e+01,4.186454292603006252e+03,1.130190578322335782e+01
6.700000000000000000e+01,2.499638395304031135e+01,2.499836892768878727e+01,4.099374021421919679e+03,9.783899460389449132e+00,2.485767841524094024e+01,2.510260237883521128e+01,4.245441903179186738e+03,9.496944985524564231e+00
6.800000000000000000e+01,2.501613488813440966e+01,2.500706932525918091e+01,4.134920987306472853e+03,9.657353321895049802e+00,2.527352765251155731e+01,2.495390156687610528e+01,4.008315121001058742e+03,1.035041335867986589e+01
6.900000000000000000e+01,2.503612238624840458e+01,2.501587392791576292e+01,4.170961495373134312e+03,9.530298563711838256e+00,2.497873108878392046e+01,2.499236549445013722e+01,3.938242439320130416e+03,9.646450259405490613e+00
7.000000000000000000e+01,2.505635023879424139e+01,2.502478440558715889e+01,4.207504216402106067e+03,9.402722896262226016e+00,2.467364434179286548e+01,2.519068821399197233e+01,4.220004899210858639e+03,9.331615910708830341e+00
7.100000000000000000e+01,2.507682275768470959e+01,2.503380265763497547e+01,4.244558202777619044e+03,9.274613429187287039e+00,2.473683659348366604e+01,2.463519058342414425e+01,4.363088113651072490e+03,9.475220744755850077e+00
7.200000000000000000e+01,2.509754484609637970e+01,2.504293084405880165e+01,4.282132926607496302e+03,9.145956572909861748e+00,2.482170916029589591e+01,2.478363637844384826e+01,4.513059087403654303e+03,9.174270846454071204e+00
7.300000000000000000e+01,2.511852021260062884e+01,2.505217059814209790e+01,4.320237493373564575e+03,9.016738981333460856e+00,2.526766843581675914e+01,2.475573351865353544e+01,4.387153337235477920e+03,9.066509453458474255e+00
7.400000000000000000e+01,2.513975312718081767e+01,2.506152380064365204e+01,4.358881426777426896e+03,8.886946525582771983e+00,2.518248084800198683e+01,2.459480057667398967e+01,4.310273356634313132e+03,8.705504776449638271e+00
7.500000000000000000e+01,2.516124789247494675e+01,2.507099234667830601e+01,4.398074440050774683e+03,8.756564537865749287e+00,2.536839349869527638e+01,2.493533945864727031e+01,4.280232791298203665e+03,8.144432664513640674e+00
7.600000000000000000e+01,2.518300937637475201e+01,2.508057838056465627e+01,4.437826508976228070e+03,8.625580015105214216e+00,2.505483358247379044e+01,2.523046516051020305e+01,4.439351074348369366e+03,7.959846880220854182e+00
7.700000000000000000e+01,2.520504313348980574e+01,2.509028434938407415e+01,4.478147890668565196e+03,8.493982119065055514e+00,2.525260504081282065e+01,2.503330753610756076e+01,4.437943342594905516e+03,8.771414636963129396e+00
7.800000000000000000e+01,2.522735344782893918e+01,2.510011213990740941e+01,4.519048868109367504e+03,8.361754063205403043e+00,2.541503056601914068e+01,2.513967015629577872e+01,4.381434623996228765e+03,8.246069158077228067e+00
7.900000000000000000e+01,2.524994527778752484e+01,2.511006393623050315e+01,4.560540009499325606e+03,8.228881168432401694e+00,2.515714131587145275e+01,2.532790743557266211e+01,4.840842972962821477e+03,7.983623932377790666e+00
8.000000000000000000e+01,2.527282368450821792e+01,2.512014196771161778e+01,4.602632095600749381e+03,8.095348491405747637e+00,2.540985625577544127e+01,2.538567919416515650e+01,4.849126297103633988e+03,8.098791292028833411e+00
8.100000000000000000e+01,2.529599399005834215e+01,2.513034857865848437e+01,4.645336203176784693e+03,7.961140591998506544e+00,2.509741620773834825e+01,2.511652099171325503e+01,4.803656045525525769e+03,8.277568963327276208e+00
8.200000000000000000e+01,2.531946181602293322e+01,2.514068624533070917e+01,4.688663727517517145e+03,7.826241472937572219e+00,2.521054566205341274e+01,2.541140342324458956e+01,4.559136991757184660e+03,7.896820061494359777e+00
8.300000000000000000e+01,2.534323251338355121e+01,2.515115732476444776e+01,4.732626094903464036e+03,7.690635395885434988e+00,2.522871114518405378e+01,2.516958265645126858e+01,4.854020697877945167e+03,7.438361430016614761e+00
8.400000000000000000e+01,2.536731173403184769e+01,2.516176430656062379e+01,4.777235056587103827e+03,7.554306053768644169e+00,2.500855984035513657e+01,2.499428466179513109e+01,4.868904427784273139e+03,8.017495668696279054e+00
8.500000000000000000e+01,2.539170526622265101e+01,2.517250974039115974e+01,4.822502607844996419e+03,7.417236802903970805e+00,2.553779701045832695e+01,2.505362966995141250e+01,4.886527930649429436e+03,8.002896444470358972e+00
8.600000000000000000e+01,2.541641892462289931e+01,2.518339618755931753e+01,4.868440931744488807e+03,7.279410758404361026e+00,2.527559822256208122e+01,2.488728888504631342e+01,5.050958577856148622e+03,7.459414810274243912e+00
8.700000000000000000e+01,2.544145852489531023e+01,2.519442620980212411e+01,4.915062388296048994e+03,7.140810811539835434e+00,2.544520676051361718e+01,2.501679943905539361e+01,5.008749052502632367e+03,7.488448157970221786e+00
8.800000000000000000e+01,2.546683029149077626e+01,2.520560254894490626e+01,4.962379736189720461e+03,7.001419247146958291e+00,2.561105428916254922e+01,2.513399921133002124e+01,5.072546685711577084e+03,7.436193378440897561e+00
8.900000000000000000e+01,2.549254045370702570e+01,2.521692794894289591e+01,5.010405918722280148e+03,6.861218110455528318e+00,2.562649980651600856e+01,2.537764495281861699e+01,5.106140689078665673e+03,7.248911005271930996e+00
9.000000000000000000e+01,2.551859536497281411e+01,2.522840520843211820e+01,5.059154130637406524e+03,6.720189090857555669e+00,2.571821089766465107e+01,2.557255917466531514e+01,5.110877618421794978e+03,6.926532220394398642e+00
9.100000000000000000e+01,2.554500145605431882e+01,2.524003716009428189e+01,5.108637766329642545e+03,6.578313709542358723e+00,2.551545581070149282e+01,2.496360085701887499e+01,4.835283070998530093e+03,6.775119438684202855e+00
9.200000000000000000e+01,2.557176522367341676e+01,2.525182666563724609e+01,5.158870409115376788e+03,6.435573361782767066e+00,2.544477573006017224e+01,2.533039215928922872e+01,5.171812118170326357e+03,6.602789048932642402e+00
9.300000000000000000e+01,2.559889340182804318e+01,2.526377669134212667e+01,5.209866032382650701e+03,6.291948609316580843e+00,2.557497793855612400e+01,2.505566790351062068e+01,5.122935464565877737e+03,5.946728996550732838e+00
9.400000000000000000e+01,2.562639279108301693e+01,2.527589023278479274e+01,5.261638804090788653e+03,6.147419876595786370e+00,2.512019246089560909e+01,2.537082965047743244e+01,5.059616978717284837e+03,6.362801849719263991e+00
9.500000000000000000e+01,2.565427030826927890e+01,2.528817033675136727e+01,5.314203146876706342e+03,6.001967242364588451e+00,2.522013656654235447e+01,2.526195300661382248e+01,5.582328601999445709e+03,5.595089690292497586e+00
9.600000000000000000e+01,2.568253307080913217e+01,2.530062013841639867e+01,5.367573740768582866e+03,5.855570277634720711e+00,2.528572318710281053e+01,2.493443897324689118e+01,5.645989040458061936e+03,5.622928630031969632e+00
9.700000000000000000e+01,2.571118841796142718e+01,2.531324287070930978e+01,5.421765525440385318e+03,5.708208002085710220e+00,2.541201436968098193e+01,2.549890226902300583e+01,5.642846787204919565e+03,6.080259029650786573e+00
9.800000000000000000e+01,2.574024360440305870e+01,2.532604172921518426e+01,5.476793700081459974e+03,5.559859455613477053e+00,2.586017587242008986e+01,2.520504158665343653e+01,5.518726237089835195e+03,5.793434756431097732e+00
9.900000000000000000e+01,2.576970610665901518e+01,2.533902000727805870e+01,5.532673727726807556e+03,5.410503119331202093e+00,2.549806239005099684e+01,2.523223995960334776e+01,5.756850771407885077e+03,5.812881773632864402e+00
1.000000000000000000e+02,2.579958353470516030e+01,2.535218105702646341e+01,5.589421336713578057e+03,5.260117077809677077e+00,2.568613476849334276e+01,2.513823057476852441e+01,5.591442445858510837e+03,5.188665124547830132e+00
1.010000000000000000e+02,2.582988370246953735e+01,2.536552832049344275e+01,5.647052330310550133e+03,5.108679957467670008e+00,2.621965219180535556e+01,2.523467166515593263e+01,5.681408535363138071e+03,4.814356429395371784e+00
1.020000000000000000e+02,2.586061460720513594e+01,2.537906532051002628e+01,5.705582649436142674e+03,4.956170623246975104e+00,2.575373541588670889e+01,2.546464340864901033e+01,5.518415911067250818e+03,4.896588234604181800e+00
1.030000000000000000e+02,2.589178421076211478e+01,2.539279556415177197e+01,5.765028985556061343e+03,4.802565175968807054e+00,2.611303888130224138e+01,2.535494669596448958e+01,5.833688976879547226e+03,4.827065773718132391e+00
1.040000000000000000e+02,2.592340070221301573e+01,2.540672265866747637e+01,5.825408056731879697e+03,4.647840508605289855e+00,2.564331539821005279e+01,2.547245505912397334e+01,5.835961236950584862e+03,4.666196856381681357e+00
1.050000000000000000e+02,2.595547241457401100e+01,2.542085027471655323e+01,5.886736844339766321e+03,4.491973149263467135e+00,2.589384114721372043e+01,2.549323464550232288e+01,5.656685737993967450e+03,4.746596262784430031e+00
1.060000000000000000e+02,2.598800782626087269e+01,2.543518214701060742e+01,5.949032594457361483e+03,4.334939258766120851e+00,2.570300120978769698e+01,2.569931447811623926e+01,5.939895395849191118e+03,4.256634991347192809e+00
1.070000000000000000e+02,2.602101556254506320e+01,2.544972207495507277e+01,6.012312819250665598e+03,4.176714628232599757e+00,2.591930563977489399e+01,2.538116484478219803e+01,5.997932046885179261e+03,4.250232004633669902e+00
1.080000000000000000e+02,2.605450439700976162e+01,2.546447392329080728e+01,6.076595298360913148e+03,4.017274676659631005e+00,2.630659683824698192e+01,2.516910235992165923e+01,6.404286850373382549e+03,3.818695336055538903e+00
1.090000000000000000e+02,2.608848258930062869e+01,2.547944133063507977e+01,6.141895317092305959e+03,3.856603350772388250e+00,2.557028646234292424e+01,2.569288581394947713e+01,6.306660256738647149e+03,3.943438106943112142e+00
1.100000000000000000e+02,2.612295940127423322e+01,2.549462837674824556e+01,6.208231973906124949e+03,3.694672806056271241e+00,2.625328649433799200e+01,2.542833074232879298e+01,6.210363652133816686e+03,3.695247059848127957e+00
1.110000000000000000e+02,2.615794400999617864e+01,2.551003910413863451e+01,6.275623650239251219e+03,3.531458003808911617e+00,2.622926469069586375e+01,2.573295759305410968e+01,6.322462515997263836e+03,3.399061288066534736e+00
1.120000000000000000e+02,2.619344566922455542e+01,2.552567758913307117e+01,6.344088678131669440e+03,3.366934562276289178e+00,2.601520068251551621e+01,2.560235301176956568e+01,6.352503295552593045e+03,3.327233460760985029e+00
1.130000000000000000e+02,2.622947377165830574e+01,2.554154796927365467e+01,6.413645594709718353e+03,3.201077938826436764e+00,2.579565641534177090e+01,2.551532046323298530e+01,6.374603043169049670e+03,3.171599892874598314e+00
1.140000000000000000e+02,2.626603784946155073e+01,2.555765444354923233e+01,6.484313139694052552e+03,3.033863440027045666e+00,2.628767670177571247e+01,2.562740962235849196e+01,6.273749232730439871e+03,2.992882751525466123e+00
1.150000000000000000e+02,2.630314757478800303e+01,2.557400127262701517e+01,6.556110252907605172e+03,2.865266231723075929e+00,2.614429976206886153e+01,2.596420378465227685e+01,6.526400870002613374e+03,3.119034444039475940e+00
1.160000000000000000e+02,2.634081267160642170e+01,2.559059274009016960e+01,6.629055626440280321e+03,2.695262130683964585e+00,2.641061553501283399e+01,2.600598884590091942e+01,6.480677821056091489e+03,2.681995241587082024e+00
1.170000000000000000e+02,2.637904242784296116e+01,2.560743293777192520e+01,6.703165571259355602e+03,2.523831275223694881e+00,2.638559807149999514e+01,2.562130916479848253e+01,6.451733409047748864e+03,2.493053643685146259e+00
1.180000000000000000e+02,2.641784635962703121e+01,2.562452605709395215e+01,6.778458847296838030e+03,2.350949297005501926e+00,2.689838002702330755e+01,2.565656417575736725e+01,6.882417728249363790e+03,2.104399254290648003e+00
1.190000000000000000e+02,2.645723423107720862e+01,2.564187639953110676e+01,6.854954911513577827e+03,2.176590918598106938e+00,2.638542754283530201e+01,2.585712443102438485e+01,6.935417959582908225e+03,2.079274738514997445e+00
1.200000000000000000e+02,2.649721600940295474e+01,2.565948835579689558e+01,6.932672606113977963e+03,2.033417645812789054e+00,2.619016676161639623e+01,2.549035614924342497e+01,6.561072859537991462e+03,2.006670738641091578e+00
1.210000000000000000e+02,2.653780190132304995e+01,2.567736642218973842e+01,7.011630641338052556e+03,2.001845703180356928e+00,2.659158459180994427e+01,2.574398049671339095e+01,6.985824060433584236e+03,1.933197141539408692e+00
1.220000000000000000e+02,2.657900190017766917e+01,2.569551500102987163e+01,7.091847510202660487e+03,1.999022306911336644e+00,2.664500090536919785e+01,2.569034243143909890e+01,7.303688382037651536e+03,2.137125521950886675e+00
1.230000000000000000e+02,2.662082581713188389e+01,2.571393841441934214e+01,7.173341131944098379e+03,1.999612686959255869e+00,2.702858208970401321e+01,2.577672005671085387e+01,7.401286328368796603e+03,1.983122103547200199e+00
1.240000000000000000e+02,2.666328417642014514e+01,2.573264129860153204e+01,7.256130579032396781e+03,1.999909132345406793e+00,2.691381755019451916e+01,2.556596753741165173e+01,7.479438761575126591e+03,2.128747703381881351e+00
1.250000000000000000e+02,2.670638602499978731e+01,2.575162763910704911e+01,7.340231871457702255e+03,2.000002347915162737e+00,2.681344734274464159e+01,2.543371414044525380e+01,7.348800830303263865e+03,2.006172818564062155e+00
1.260000000000000000e+02,2.675013997719832304e+01,2.577090123091770124e+01,7.425659866333844548e+03,1.999998903687746798e+00,2.718913084456419327e+01,2.535630454371944253e+01,7.237409291019841476e+03,2.003721685289237886e+00
1.270000000000000000e+02,2.679455549226274513e+01,2.579046624127136411e+01,7.512430679763424450e+03,1.999986244848588557e+00,2.643792657596588924e+01,2.556698941867344388e+01,7.268194310215374571e+03,1.991106661147767687e+00
1.280000000000000000e+02,2.683964266264938203e+01,2.581032711640006028e+01,7.600561260083972229e+03,1.999969649222001156e+00,2.664771720282445600e+01,2.571859205941219528e+01,7.679136980756387857e+03,2.000349268623187182e+00
1.290000000000000000e+02,2.688541219735531840e+01,2.583048857415142763e+01,7.690069645404177209e+03,1.999980250065780618e+00,2.660743941493366194e+01,2.577185025682167563e+01,7.777570341785560231e+03,2.171858053066354266e+00
1.300000000000000000e+02,2.693187349599911684e+01,2.585095475559688438e+01,7.780971261663832593e+03,1.999991596105789693e+00,2.681493055505238488e+01,2.623840098808278753e+01,8.081471853173175987e+03,1.768031498118825651e+00
1.310000000000000000e+02,2.697903561936830741e+01,2.587172965267394531e+01,7.873280203926621652e+03,1.999999042360681045e+00,2.656602977510141628e+01,2.609292832665540374e+01,8.133093644099435551e+03,1.799844563754758209e+00
1.320000000000000000e+02,2.702690759097211171e+01,2.589281724089112657e+01,7.967010284954446433e+03,2.000003393830037890e+00,2.721745287501643418e+01,2.570039901762280010e+01,7.935406272957960027e+03,1.945686218552952429e+00
1.330000000000000000e+02,2.707549805918273833e+01,2.591422133054850718e+01,8.062174256289175901e+03,2.000005546364153286e+00,2.700883125005310603e+01,2.598376302103869762e+01,7.761244118106902533e+03,2.001458338586756369e+00
1.340000000000000000e+02,2.712481585331688905e+01,2.593594581170046709e+01,8.158785174437205569e+03,2.000003006594963217e+00,2.668357396496609013e+01,2.585453016443040042e+01,8.080679509254477125e+03,2.069013552814588763e+00
1.350000000000000000e+02,2.717486867624570479e+01,2.595799407850670093e+01,8.256851972796879636e+03,2.000001917728451595e+00,2.687019495188344109e+01,2.590112131089868086e+01,8.310661347379609651e+03,2.047310682893837885e+00
1.360000000000000000e+02,2.722566521332386813e+01,2.598036995759945000e+01,8.356387346033447102e+03,2.000000531747847532e+00,2.731971936755892827e+01,2.601743508748252509e+01,8.305726769794926440e+03,1.961575930243693699e+00
1.370000000000000000e+02,2.727721189694849357e+01,2.600307628367267654e+01,8.457396137970919881e+03,1.999999503853241656e+00,2.752864986731680830e+01,2.612691050706775542e+01,8.310771756036556326e+03,2.101903847897656608e+00
1.380000000000000000e+02,2.732951701013827872e+01,2.602611670624498785e+01,8.559889544956227837e+03,1.999999467183847468e+00,2.792853627764581503e+01,2.595826500946818527e+01,8.624829527468398737e+03,2.103018980053882991e+00
1.390000000000000000e+02,2.738258604172223087e+01,2.604949364447858429e+01,8.663869894526193093e+03,1.999999495810956374e+00,2.825674478152442859e+01,2.626226395102545652e+01,8.532883165408569766e+03,2.018405274298115781e+00
1.400000000000000000e+02,2.743642594983366934e+01,2.607321016451917473e+01,8.769344092339319104e+03,1.999999671983580640e+00,2.756074877981646765e+01,2.584482251929069463e+01,8.604112264311845138e+03,2.096265413443890058e+00
1.410000000000000000e+02,2.749104206358806124e+01,2.609726861518567986e+01,8.876314161211248575e+03,2.000000037262177344e+00,2.719418062757850052e+01,2.609853642765813220e+01,8.959250757321558922e+03,2.027264564113357981e+00
1.420000000000000000e+02,2.754643906759452676e+01,2.612167106149604834e+01,8.984780156464345055e+03,2.000000418130002622e+00,2.690682518337513329e+01,2.664120580681521488e+01,8.876425707754622636e+03,1.943852103713069379e+00
1.430000000000000000e+02,2.760262215932806740e+01,2.614641979430853880e+01,9.094743630746543204e+03,2.000000430859824707e+00,2.768293559803121795e+01,2.619103574283359492e+01,9.161345635853487693e+03,2.069782129792887115e+00
