14:04:56	838
14:05:26	784
14:05:56	785
14:06:26	800
14:06:56	812
14:07:26	828
14:07:57	841
14:08:26	852
14:08:57	863
14:09:26	872
14:09:57	884
14:10:27	898
14:10:57	910
14:11:27	922
14:11:57	933
14:12:27	943
14:12:57	956
14:13:27	970
14:13:57	983
14:14:27	996
14:14:57	1012
14:15:27	1030
14:15:57	1045
14:16:27	1065
14:16:57	1102
14:17:27	1125
14:17:57	1146
14:18:27	1169
14:18:57	1195
14:19:27	1228
14:19:57	1257
14:20:27	1284
14:20:57	1310
14:21:28	1334
14:21:58	1359
14:22:28	1390
14:22:58	1416
14:23:28	1442
14:23:58	1467
14:24:28	1502
14:24:58	1531
14:25:27	1563
14:25:58	1594
14:26:28	1622
